"Stimulus","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_button_mouse","correct_instructions","correct_mouse","correct_response","count_ExperimentLoop","count_ExperimentSequence","count_Fixation","count_Stimulus","count_end_of_experiment","count_experiment","count_instructions","count_logger","count_mouse","count_reset_feedback","count_trial","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","initiation_time","initiation_time_mouse","keyboard_backend","left_image","live_row","live_row_ExperimentLoop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_instructions","response_mouse","response_time","response_time_end_of_experiment","response_time_instructions","response_time_mouse","right_image","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_ExperimentLoop","time_ExperimentSequence","time_Fixation","time_Stimulus","time_end_of_experiment","time_experiment","time_instructions","time_logger","time_mouse","time_reset_feedback","time_trial","timestamps_mouse","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","xpos_mouse","ypos_mouse"
"dalle","undefined","undefined","undefined","undefined","black","yes","psycho","psycho","psycho","0","uniform","0","right","undefined","0","right","0","0","0","0","0","0","0","0","0","0","0","Fri Oct  7 12:46:39 2022","A template containing a practice and an experimental phase","yes","Mouse_tracking.osexp","C:\Users\lauri\Desktop\Local_Git\Laurits_Code\Experiments\Mousetracking","no","mono","no","18","no","white","no","yes","900","934.0858000068692","934.0858000068692","psycho","Dalle (5).png","0","0","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/Mousetracking/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","0","left","NA","space","left","2132.6114000112284","NA","14435.612499990384","2132.6114000112284","adult (13).png","2","psycho","1024","2","48000","-16","experiment","0","even","24717.125399998622","24716.89169999445","25576.24219999707","26083.008799992967","NA","10243.92049999733","10279.512900000555","28219.46819999721","26083.230399992317","NA","25562.418299989076","[26086.07389999088, 26096.539099991787, 26107.038599991938, 26117.518499988364, 26127.865199989174, 26138.21019999159, 26148.519499998656, 26158.778500001063, 26169.03829999501, 26179.309200000716, 26189.552600000752, 26199.82290000189, 26210.055899995496, 26220.25389999908, 26230.581700001494, 26240.835199991125, 26251.01029999496, 26261.287799992715, 26271.50449999317, 26281.784299993888, 26292.00970000238, 26302.232899994124, 26312.39839999762, 26322.61099999596, 26332.79770000081, 26342.948899997282, 26353.2481000002, 26363.525299995672, 26373.75639998936, 26383.993700001156, 26394.15619999636, 26404.362699991907, 26414.55259999202, 26424.74429999129, 26434.990800000378, 26445.15329999558, 26455.30940000026, 26465.644500000053, 26476.049199991394, 26486.4288999961, 26496.726500001387, 26506.964799991692, 26517.142600001534, 26527.30069999234, 26537.534499992034, 26547.724799995194, 26557.979599994724, 26568.177499997546, 26578.358899991144, 26588.72079999128, 26598.948699989705, 26609.12219999591, 26619.338399992557, 26629.616899997927, 26639.82319999195, 26650.043599991477, 26660.231599991675, 26670.500299995183, 26681.034499997622, 26691.22329998936, 26701.490799998282, 26711.819399992237, 26722.13069999998, 26732.403100002557, 26742.73379999795, 26753.066299992497, 26763.358099997276, 26773.678999990807, 26783.970699994825, 26794.241600000532, 26804.54369999643, 26814.85789999715, 26825.14380000066, 26835.42309999757, 26845.758299998124, 26856.027199988603, 26866.339799991692, 26876.603799988516, 26886.900199999218, 26897.08399999654, 26907.256799997413, 26917.548099998385, 26927.89969999285, 26938.248199992813, 26948.580800002674, 26958.919799988507, 26969.11920000275, 26979.337400000077, 26989.559499997995, 26999.763200001325, 27009.948599996278, 27020.15969999775, 27030.358799995156, 27040.645699991728, 27050.943800000823, 27061.207699996885, 27071.554499998456, 27082.011099992087, 27092.388299992308, 27102.665099999285, 27112.87879999145, 27123.07200000214, 27133.332400000654, 27143.559099989943, 27153.75810000114, 27164.02109999035, 27174.392699991586, 27184.678099991288, 27194.884299999103, 27205.147399989073, 27215.466099994956, 27225.839599996107, 27236.132899997756, 27246.33019999601, 27256.51609999477, 27266.798899989226, 27277.100399995106, 27287.39610000048, 27298.042599999462, 27308.35529998876, 27318.67809999676, 27328.97239999147, 27339.269699994475, 27349.669099989114, 27359.88789999101, 27370.121799991466, 27380.359299990232, 27390.686899991124, 27400.990099995397, 27411.36600000027, 27421.883399991202, 27441.449599995394, 27451.93099998869, 27462.27750000253, 27472.604800001136, 27482.947999989847, 27493.353099998785, 27503.894199995557, 27514.220199998817, 27524.58569999726, 27534.931899994262, 27545.198199994047, 27555.50889999722, 27565.795299989986, 27576.03989999916, 27586.3185999915, 27596.892999994452, 27607.206799992127, 27617.525099994964, 27627.802299990435, 27638.05809999758, 27648.34040000278, 27658.71759998845, 27669.10719999578, 27679.550000000745, 27689.92079999589, 27704.64529999299, 27714.89129999827, 27725.1580000011, 27735.404999999446, 27746.04869999166, 27756.33079999534, 27766.60799999081, 27776.928399995086, 27787.17389999656, 27797.464899995248, 27807.737499999348, 27817.938799998956, 27828.175099988584, 27838.36219999648, 27848.63559999212, 27858.94890000054, 27869.26059999678, 27879.514200001722, 27889.79329999711, 27900.102799991146, 27910.38309999567, 27920.698499990976, 27931.025899990345, 27941.30619999487, 27951.554999992368, 27962.94630000193, 27973.22259999055, 27983.489699996426, 27993.817299997318, 28004.119299992453, 28014.41309999791, 28024.67749999778, 28034.94129999308, 28045.17919999489, 28055.421600001864, 28065.793599991594, 28076.030899988837, 28086.281199997757, 28096.500400002697, 28106.689399995958, 28116.991699993378, 28127.271399993333, 28137.47849999345, 28147.721100001945, 28157.965399994282, 28168.17049999372, 28178.343499996117, 28188.580299989553, 28198.83839999966, 28209.02379999461, 28218.685300002107]","Extended template","0","0","0","yes","1600","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 7.0, 12.0, 19.0, 25.0, 33.0, 37.0, 40.0, 42.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 45.0, 48.0, 53.0, 59.0, 66.0, 75.0, 86.0, 99.0, 112.0, 127.0, 138.0, 145.0, 151.0, 158.0, 162.0, 167.0, 172.0, 178.0, 187.0, 198.0, 212.0, 229.0, 256.0, 275.0, 289.0, 302.0, 313.0, 320.0, 325.0, 327.0, 328.0, 328.0, 328.0, 328.0, 328.0, 328.0, 328.0, 328.0, 328.0, 328.0, 328.0, 328.0, 328.0, 328.0, 328.0, 328.0, 326.0, 313.0, 296.0, 270.0, 235.0, 183.0, 127.0, 64.0, 1.0, -58.0, -106.0, -149.0, -175.0, -199.0, -216.0, -228.0, -232.0, -233.0, -233.0, -233.0, -236.0, -239.0, -245.0, -253.0, -263.0, -273.0, -284.0, -293.0, -301.0, -313.0, -324.0, -335.0, -348.0, -363.0, -381.0, -402.0, -429.0, -446.0, -458.0, -463.0, -464.0, -464.0, -464.0, -464.0, -464.0, -464.0, -464.0, -464.0, -464.0, -464.0, -464.0, -464.0]","[288, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 288.0, 284.0, 279.0, 274.0, 268.0, 262.0, 255.0, 250.0, 246.0, 244.0, 243.0, 242.0, 242.0, 242.0, 242.0, 242.0, 242.0, 241.0, 240.0, 237.0, 232.0, 228.0, 222.0, 214.0, 204.0, 190.0, 177.0, 160.0, 146.0, 133.0, 121.0, 110.0, 102.0, 94.0, 89.0, 82.0, 75.0, 66.0, 53.0, 38.0, 7.0, -15.0, -33.0, -52.0, -65.0, -77.0, -87.0, -92.0, -95.0, -95.0, -95.0, -95.0, -95.0, -95.0, -95.0, -95.0, -95.0, -95.0, -95.0, -95.0, -95.0, -95.0, -95.0, -95.0, -97.0, -100.0, -104.0, -109.0, -119.0, -134.0, -150.0, -171.0, -193.0, -215.0, -239.0, -264.0, -280.0, -295.0, -307.0, -314.0, -317.0, -317.0, -317.0, -317.0, -317.0, -316.0, -315.0, -315.0, -314.0, -314.0, -314.0, -315.0, -315.0, -316.0, -316.0, -316.0, -316.0, -316.0, -315.0, -313.0, -311.0, -310.0, -309.0, -309.0, -309.0, -309.0, -309.0, -309.0, -309.0, -309.0, -309.0, -309.0, -309.0, -309.0, -309.0, -309.0]"
"dalle","undefined","undefined","undefined","undefined","black","yes","psycho","psycho","psycho","0","uniform","1","left","undefined","1","left","0","0","1","1","0","0","0","1","1","0","1","Fri Oct  7 12:46:39 2022","A template containing a practice and an experimental phase","yes","Mouse_tracking.osexp","C:\Users\lauri\Desktop\Local_Git\Laurits_Code\Experiments\Mousetracking","no","mono","no","18","no","white","no","yes","900","0","0","psycho","adult (11).png","1","1","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/Mousetracking/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","0","left","NA","space","left","3105.532600005972","NA","14435.612499990384","3105.532600005972","Dalle (3).png","2","psycho","1024","2","48000","-16","experiment","0","even","24717.125399998622","24716.89169999445","29045.730799989542","29554.01599999459","NA","10243.92049999733","10279.512900000555","32661.763399999472","29554.202400002396","NA","29031.83999999601","[29555.088199995225, 29566.032499991707, 29576.344299988705, 29586.65069998824, 29596.962800002075, 29607.293299995945, 29617.677999995067, 29628.035000001546, 29638.413399996352, 29648.83039999404, 29659.22889999638, 29669.683000000077, 29679.9350999936, 29690.20539999474, 29700.449600000866, 29710.67819999007, 29720.924499997636, 29731.13449999073, 29741.437299991958, 29752.061899998807, 29762.25179999892, 29772.532699993462, 29782.85469999537, 29793.085799989058, 29803.32599999383, 29813.526899990393, 29823.884799989173, 29834.060399996815, 29844.227900000988, 29854.465600001276, 29864.687699999195, 29874.86589999753, 29885.213100002147, 29895.521300000837, 29905.951499997173, 29916.329599989695, 29926.515300001483, 29936.685199994827, 29946.907099991222, 29957.072399993194, 29967.277599993395, 29977.49279999698, 29987.705799998366, 29998.27209999785, 30008.826899997075, 30019.07979999669, 30029.331999990973, 30039.609899991774, 30049.91909999808, 30060.20079999871, 30070.502499991562, 30080.79429999634, 30091.15500000189, 30101.402899992536, 30111.605699989013, 30122.040699992795, 30132.396100001642, 30142.648299995926, 30152.951800002484, 30163.251899997704, 30173.670699994545, 30184.001999994507, 30194.359100001748, 30204.725899995537, 30215.079299989156, 30225.4610999953, 30235.765899997205, 30246.043699997244, 30256.32699999551, 30266.55249999021, 30276.86929999618, 30287.0619000023, 30297.310599999037, 30307.520099988324, 30317.798099989886, 30328.00259999931, 30338.191299990285, 30348.443599999882, 30358.78499998944, 30369.272800002364, 30379.778999995324, 30390.17810000223, 30400.513499989756, 30410.875499990652, 30421.203899997636, 30431.50209999294, 30441.817899991293, 30452.104999989388, 30462.32219999365, 30472.54740000062, 30482.813700000406, 30493.093899989617, 30503.67710000137, 30514.180899990606, 30524.427500000456, 30534.703999990597, 30544.95959999622, 30555.18029999803, 30565.465299994685, 30575.773599994136, 30586.101799999597, 30596.46219998831, 30606.806499999948, 30617.093099994236, 30627.3252999963, 30637.57729998906, 30647.83200000238, 30658.0985999899, 30668.462899993756, 30678.65869999514, 30688.83569999889, 30699.741699994775, 30710.28079999087, 30720.681899998453, 30730.90399999637, 30741.107299996656, 30751.282099998207, 30761.51630000095, 30771.71559999988, 30781.92609999678, 30792.164999991655, 30802.375499988557, 30812.544899992645, 30823.011699991184, 30833.345199993346, 30843.63289999601, 30853.91289999825, 30864.172799992957, 30874.375300001702, 30884.58779999928, 30894.864399990183, 30905.149599988363, 30915.452699991874, 30925.660199995036, 30938.066699993215, 30948.509199995897, 30958.876599994255, 30969.21989999828, 30979.611399990972, 30989.94309999398, 31000.298400002066, 31010.912099998677, 31021.567099989625, 31031.88389999559, 31042.22909999953, 31052.530000000843, 31062.86459999683, 31073.49689998955, 31083.825900001102, 31094.04659998836, 31104.31619999872, 31114.48489999748, 31124.68129998888, 31134.894199989503, 31145.09829999588, 31155.269199996837, 31165.44129999238, 31175.601700000698, 31185.87309999566, 31196.134099998744, 31206.4984000026, 31216.883399989456, 31227.25029999856, 31237.766499994905, 31248.093999995035, 31258.414199997787, 31275.775899994187, 31286.11749999982, 31296.370500000194, 31306.70590000227, 31316.96659998852, 31327.163099995232, 31337.404699996114, 31347.764199992525, 31358.04819999612, 31368.785899991053, 31379.3236999918, 31389.80239999364, 31400.13199999521, 31410.412999990513, 31420.724199997494, 31431.268799991813, 31441.59000000218, 31451.879599990207, 31462.168999991263, 31472.714499992435, 31483.00300000119, 31493.83449999732, 31504.180699994322, 31514.470399997663, 31524.79460000177, 31539.672899991274, 31550.192199996673, 31560.566799991648, 31570.869399991352, 31581.14260000002, 31591.429499996593, 31601.86260000046, 31612.105499996687, 31622.34709999757, 31632.539199999883, 31642.718699993566, 31652.932099997997, 31663.21299999254, 31673.639599990565, 31683.940199989593, 31694.153099990217, 31704.36429999245, 31714.600399995106, 31724.915099999635, 31735.230299993418, 31745.480500001577, 31755.860499994014, 31766.092299993034, 31776.385799996206, 31786.938499993994, 31798.992800002452, 31809.393099989393, 31819.79359999241, 31830.05520000006, 31840.318599992315, 31850.60259999591, 31860.870499993325, 31871.153300002334, 31882.040799988317, 31892.403399993782, 31903.183799993712, 31913.591399992583, 31923.949199990602, 31934.30249999801, 31944.6009999956, 31954.87439999124, 31965.3990999941, 31975.8998999896, 31986.271399990073, 31996.62530000205, 32006.970099988393, 32017.455499997595, 32027.982300001895, 32038.364499996533, 32048.71920000005, 32060.048200000892, 32070.332999996026, 32080.604899994796, 32090.858199997456, 32101.091499993345, 32111.330899992026, 32121.549199990113, 32131.865099989227, 32142.20459999342, 32152.496299997438, 32162.679699991713, 32172.88379999809, 32183.13340000168, 32193.352599992068, 32203.753800000413, 32214.092399997753, 32224.301299997023, 32234.575700000278, 32244.808199990075, 32255.02250000136, 32265.314199990826, 32276.09400000074, 32286.42360000231, 32296.723399995244, 32307.01879999833, 32321.08189999417, 32331.42199998838, 32341.846199997235, 32352.08079998847, 32362.327700000606, 32372.63329999405, 32382.954399989103, 32393.256900002598, 32403.633099995204, 32413.914799995837, 32424.130300001707, 32434.318100000382, 32444.56389998959, 32454.774400001043, 32464.964099999634, 32475.15869999188, 32485.370900001726, 32495.648500000243, 32505.89269999182, 32516.101100001833, 32526.415399988764, 32536.60249999666, 32546.826299992972, 32557.130000001052, 32567.362699992373, 32577.60189998953, 32587.768999990658, 32597.963599997456, 32608.188899990637, 32618.510899992543, 32628.777499994612, 32638.983700002427, 32649.14399999543, 32659.34820000257, 32660.620800001197]","Extended template","0","0","0","yes","1600","[0, 8.0, 11.0, 11.0, 11.0, 9.0, 3.0, -5.0, -13.0, -21.0, -26.0, -30.0, -34.0, -36.0, -39.0, -40.0, -41.0, -42.0, -42.0, -42.0, -42.0, -42.0, -42.0, -42.0, -42.0, -42.0, -41.0, -41.0, -40.0, -39.0, -39.0, -38.0, -38.0, -37.0, -37.0, -37.0, -37.0, -37.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -36.0, -35.0, -35.0, -35.0, -34.0, -33.0, -33.0, -33.0, -32.0, -32.0, -31.0, -30.0, -29.0, -28.0, -27.0, -27.0, -25.0, -25.0, -24.0, -24.0, -23.0, -23.0, -23.0, -23.0, -22.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -19.0, -19.0, -19.0, -19.0, -18.0, -18.0, -17.0, -17.0, -17.0, -17.0, -17.0, -16.0, -16.0, -16.0, -15.0, -15.0, -15.0, -14.0, -13.0, -13.0, -12.0, -12.0, -12.0, -12.0, -12.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -10.0, -10.0, -10.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -8.0, -7.0, -6.0, -5.0, -4.0, -3.0, -2.0, -1.0, 0.0, 1.0, 1.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, -1.0, -8.0, -17.0, -31.0, -46.0, -52.0, -59.0, -65.0, -70.0, -72.0, -73.0, -73.0, -73.0, -73.0, -72.0, -69.0, -66.0, -65.0, -65.0, -65.0, -65.0, -66.0, -67.0, -68.0, -68.0, -65.0, -62.0, -58.0, -49.0, -38.0, -28.0, -16.0, -7.0, -1.0, 3.0, 6.0, 10.0, 13.0, 15.0, 18.0, 24.0, 33.0, 44.0, 56.0, 68.0, 83.0, 95.0, 111.0, 128.0, 148.0, 167.0, 187.0, 207.0, 222.0, 237.0, 254.0, 276.0, 296.0, 314.0, 324.0, 333.0, 341.0, 349.0, 353.0, 356.0, 356.0, 356.0, 356.0, 356.0, 353.0, 349.0, 344.0, 339.0, 332.0, 324.0, 319.0, 314.0, 309.0, 304.0, 300.0, 298.0, 296.0, 294.0, 293.0, 293.0, 293.0, 293.0, 293.0, 292.0, 290.0, 284.0, 275.0, 265.0, 252.0, 230.0, 186.0, 132.0, 70.0, -2.0, -71.0, -138.0, -198.0, -265.0, -317.0, -362.0, -399.0, -433.0, -443.0, -448.0, -448.0, -448.0, -446.0, -445.0, -444.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0, -443.0]","[288, 301.0, 312.0, 324.0, 335.0, 346.0, 359.0, 372.0, 386.0, 398.0, 411.0, 423.0, 436.0, 446.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 448.0, 447.0, 445.0, 444.0, 444.0, 444.0, 443.0, 442.0, 442.0, 441.0, 441.0, 441.0, 441.0, 441.0, 440.0, 440.0, 440.0, 440.0, 440.0, 440.0, 440.0, 440.0, 438.0, 438.0, 438.0, 437.0, 437.0, 437.0, 436.0, 436.0, 435.0, 434.0, 433.0, 432.0, 431.0, 429.0, 428.0, 427.0, 426.0, 425.0, 425.0, 424.0, 424.0, 424.0, 423.0, 423.0, 422.0, 421.0, 420.0, 420.0, 419.0, 419.0, 418.0, 417.0, 416.0, 415.0, 414.0, 413.0, 413.0, 412.0, 411.0, 409.0, 408.0, 407.0, 405.0, 405.0, 404.0, 403.0, 403.0, 401.0, 400.0, 400.0, 399.0, 398.0, 397.0, 397.0, 397.0, 396.0, 396.0, 396.0, 395.0, 395.0, 395.0, 395.0, 395.0, 395.0, 394.0, 393.0, 393.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 391.0, 391.0, 390.0, 388.0, 387.0, 385.0, 382.0, 380.0, 377.0, 375.0, 372.0, 369.0, 367.0, 366.0, 364.0, 364.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 363.0, 365.0, 368.0, 371.0, 375.0, 373.0, 365.0, 358.0, 352.0, 349.0, 348.0, 347.0, 346.0, 343.0, 334.0, 321.0, 308.0, 295.0, 283.0, 269.0, 258.0, 246.0, 235.0, 221.0, 211.0, 195.0, 180.0, 165.0, 141.0, 112.0, 90.0, 66.0, 49.0, 41.0, 36.0, 33.0, 30.0, 28.0, 28.0, 27.0, 25.0, 23.0, 20.0, 16.0, 13.0, 9.0, 6.0, 4.0, -0.0, -5.0, -9.0, -14.0, -19.0, -24.0, -29.0, -36.0, -48.0, -60.0, -73.0, -83.0, -92.0, -100.0, -107.0, -113.0, -117.0, -119.0, -119.0, -119.0, -119.0, -119.0, -118.0, -116.0, -115.0, -113.0, -113.0, -112.0, -112.0, -112.0, -112.0, -113.0, -113.0, -114.0, -115.0, -116.0, -116.0, -116.0, -116.0, -116.0, -116.0, -117.0, -119.0, -122.0, -125.0, -130.0, -135.0, -142.0, -147.0, -153.0, -158.0, -163.0, -167.0, -172.0, -176.0, -181.0, -187.0, -192.0, -196.0, -197.0, -198.0, -199.0, -199.0, -200.0, -200.0, -201.0, -201.0, -201.0, -201.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0, -202.0]"
