"Correct_Response","Data_Type","Data_Type_Sort","Diff","ID_1","ID_2","ID_changer","New_Pitch","Percent_1","Percent_2","Pitch_1","Pitch_2","Radius_1","Radius_2","Size_1","Size_2","Trial_Type","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_button_mouse","correct_instructions","correct_mouse","count_ExperimentLoop","count_ExperimentSequence","count_Fixation","count_Intermediate","count_Pitch_1","count_Pitch_2","count_Stimulus","count_Visual_1","count_Visual_2","count_end_of_experiment","count_experiment","count_instructions","count_logger","count_mouse","count_reset_feedback","count_trial","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","initiation_time","initiation_time_mouse","keyboard_backend","live_row","live_row_ExperimentLoop","logfile","mouse_backend","opensesame_codename","opensesame_version","psychopy_monitor","psychopy_waitblanking","repeat_cycle","response","response_end_of_experiment","response_instructions","response_mouse","response_time","response_time_end_of_experiment","response_time_instructions","response_time_mouse","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_ExperimentLoop","time_ExperimentSequence","time_Fixation","time_Intermediate","time_Pitch_1","time_Pitch_2","time_Stimulus","time_Visual_1","time_Visual_2","time_end_of_experiment","time_experiment","time_instructions","time_logger","time_mouse","time_reset_feedback","time_trial","timestamps_mouse","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","xpos_mouse","ypos_mouse"
"BIGGER","Training","0","-223","2","3","1","667","0.53","0.51","444","667","150","180","300","360","Control","undefined","undefined","undefined","undefined","black","yes","psycho","psycho","psycho","0","uniform","1","BIGGER","undefined","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Thu Dec  8 13:50:50 2022","A template containing a practice and an experimental phase","yes","experiment.osexp","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/PercAct - Exam","no","mono","no","18","no","white","no","yes","900","648.38290004991","648.38290004991","psycho","0","0","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/PercAct - Exam/Data/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","testMonitor","yes","0","BIGGER","NA","space","BIGGER","1184.5573000609875","NA","9548.785499995574","1184.5573000609875","2","psycho","1024","2","48000","-16","experiment","1","odd","44158.1721000839","44158.01240014844","45006.47270004265","46533.6637001019","45506.12090015784","47534.687200095505","48545.47130013816","46029.21020006761","48037.930000107735","NA","34570.85230015218","34607.52860014327","49737.3874001205","48545.54950003512","NA","44997.95710016042","[48552.101799985394, 48564.3662000075, 48574.76620003581, 48584.97290010564, 48595.2258000616, 48605.42479995638, 48615.598200121894, 48625.74740010314, 48635.862400056794, 48646.022900007665, 48656.82160016149, 48667.36480011605, 48677.55959997885, 48687.889400171116, 48698.0724001769, 48708.34580017254, 48719.017000170425, 48729.587600100785, 48739.767000079155, 48749.96499996632, 48760.137000121176, 48770.38730005734, 48780.610900139436, 48790.85670015775, 48801.080600125715, 48811.95640005171, 48822.645999956876, 48832.97089999542, 48843.437700066715, 48853.61780016683, 48863.801799947396, 48873.93780006096, 48884.067700011656, 48894.252700032666, 48904.55780015327, 48914.82389997691, 48925.01850007102, 48935.31580013223, 48945.52830001339, 48955.71979996748, 48965.901399962604, 48976.0642000474, 48986.23319994658, 48996.407200116664, 49006.52360008098, 49016.68550004251, 49026.8121000845, 49036.93039994687, 49047.22269997001, 49057.509399950504, 49067.94150010683, 49078.20600015111, 49088.31949997693, 49098.45679998398, 49108.63439994864, 49118.747300002724, 49128.88119998388, 49139.050900004804, 49149.19100003317, 49159.377000061795, 49169.71720010042, 49180.02840015106, 49190.28410012834, 49200.484700035304, 49210.663800127804, 49220.81820014864, 49231.38520005159, 49241.562800016254, 49251.70210003853, 49261.88759994693, 49272.09490002133, 49282.318300101906, 49294.241700088605, 49304.53600012697, 49314.71580010839, 49324.905400164425, 49335.136299952865, 49345.32930003479, 49355.65200005658, 49365.97830010578, 49376.15460017696, 49386.44260005094, 49396.67940000072, 49406.95650014095, 49417.495500063524, 49427.7771001216, 49437.97289999202, 49448.12900014222, 49458.53259996511, 49468.71000016108, 49478.88840013184, 49489.06800011173, 49499.24940010533, 49510.42370009236, 49520.707100164145, 49530.89560009539, 49541.105000069365, 49551.29610002041, 49561.48230005056, 49571.64139999077, 49581.94710011594, 49592.21759997308, 49602.42810007185, 49612.638500053436, 49622.799600008875, 49633.04870016873, 49643.39630003087, 49653.7598001305, 49663.982999976724, 49674.19599997811, 49684.38860005699, 49694.51960013248, 49704.684500116855, 49715.0765999686, 49725.40620015934, 49735.568900126964, 49736.65910004638]","Extended template","0","0","0","yes","1600","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 5.0, 15.0, 15.0, 42.0, 49.0, 58.0, 85.0, 120.0, 120.0, 120.0, 218.0, 240.0, 240.0, 336.0, 346.0, 366.0, 376.0, 376.0, 408.0, 412.0, 412.0, 432.0, 438.0, 438.0, 451.0, 456.0, 456.0, 462.0, 464.0, 467.0, 467.0, 507.0, 507.0, 507.0, 537.0, 538.0, 538.0, 539.0, 539.0, 539.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0]","[356, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 336.0, 321.0, 311.0, 265.0, 265.0, 183.0, 156.0, 138.0, 92.0, 44.0, 44.0, 44.0, -52.0, -68.0, -68.0, -135.0, -141.0, -151.0, -155.0, -155.0, -171.0, -174.0, -174.0, -186.0, -190.0, -190.0, -199.0, -203.0, -203.0, -208.0, -211.0, -216.0, -216.0, -271.0, -271.0, -271.0, -324.0, -325.0, -325.0, -327.0, -327.0, -327.0, -327.0, -327.0, -327.0, -327.0, -327.0, -327.0, -327.0, -326.0, -325.0, -325.0, -325.0]"
"SMALLER","Training","0","750","6","5","-1","1500","0.48","0.53","2250","1500","311","259","622","518","Control","undefined","undefined","undefined","undefined","black","yes","psycho","psycho","psycho","0","uniform","1","SMALLER","undefined","1","0","0","1","1","1","1","1","1","1","0","0","0","1","1","0","1","Thu Dec  8 13:50:50 2022","A template containing a practice and an experimental phase","yes","experiment.osexp","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/PercAct - Exam","no","mono","no","18","no","white","no","yes","900","738.2437998894602","738.2437998894602","psycho","1","1","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/PercAct - Exam/Data/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","testMonitor","yes","0","SMALLER","NA","space","SMALLER","1230.2100998349488","NA","9548.785499995574","1230.2100998349488","2","psycho","1024","2","48000","-16","experiment","1","odd","44158.1721000839","44158.01240014844","49877.524400129914","51391.82190014981","50377.45340005495","52391.58729999326","53427.03710007481","50887.91240006685","52918.33390016109","NA","34570.85230015218","34607.52860014327","54659.04810000211","53427.22370009869","NA","49869.61610009894","[53428.14290011302, 53438.92620014958, 53449.23619995825, 53459.48430011049, 53469.66619999148, 53479.87930011004, 53490.02180015668, 53500.16220007092, 53510.290400125086, 53520.46969998628, 53530.6304001715, 53540.803800104186, 53551.07820010744, 53561.307300115004, 53571.45359995775, 53581.64220000617, 53591.846600174904, 53602.00070007704, 53612.22550016828, 53622.52510013059, 53632.70079996437, 53642.93160010129, 53653.17469998263, 53663.47909998149, 53673.690600087866, 53684.36560011469, 53695.248499978334, 53705.73340007104, 53715.92750004493, 53726.06989997439, 53736.21630016714, 53746.41410005279, 53756.96210004389, 53767.12840003893, 53777.31609996408, 53787.55460004322, 53797.77349997312, 53807.93260014616, 53818.09470010921, 53828.294300008565, 53838.469899958, 53848.662900039926, 53858.875500038266, 53869.025100022554, 53879.16980008595, 53889.33170004748, 53899.50930001214, 53909.69570004381, 53919.89000001922, 53930.07680005394, 53940.263600088656, 53951.110700145364, 53962.06080005504, 53972.383100073785, 53982.65260015614, 53992.79889999889, 54002.93379998766, 54013.11830012128, 54023.500400129706, 54033.69880001992, 54043.91729994677, 54054.06160000712, 54064.200200140476, 54074.384700041264, 54084.547200007364, 54094.72470008768, 54104.87040015869, 54115.07109995, 54125.25170017034, 54135.445800144225, 54145.862200064585, 54156.16969997063, 54166.38670000248, 54176.599600119516, 54186.76590011455, 54196.905800141394, 54208.13290006481, 54219.53340014443, 54229.900300037116, 54240.080300020054, 54250.266100047156, 54260.49360004254, 54270.77760011889, 54280.96550004557, 54291.354899993166, 54301.60450004041, 54311.81980017573, 54321.97599997744, 54332.19159999862, 54342.54510002211, 54352.81229997054, 54363.05700009689, 54373.48320009187, 54383.73380014673, 54393.94900016487, 54404.208100168034, 54414.41820003092, 54424.68080017716, 54434.894300065935, 54445.09329996072, 54455.302600050345, 54465.52329999395, 54476.018600165844, 54486.2319000531, 54496.56100012362, 54506.794000044465, 54516.95940014906, 54527.122100116685, 54537.27740002796, 54547.481700079516, 54558.24330006726, 54568.433800013736, 54578.639900079, 54588.809200096875, 54599.04450015165, 54609.2489999719, 54619.4555000402, 54629.6302000992, 54639.81069996953, 54649.95640004054, 54658.352999947965]","Extended template","0","0","0","yes","1600","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -32.0, -82.0, -101.0, -129.0, -165.0, -231.0, -242.0, -242.0, -269.0, -277.0, -280.0, -280.0, -293.0, -297.0, -297.0, -303.0, -306.0, -306.0, -318.0, -326.0, -330.0, -335.0, -335.0, -359.0, -363.0, -363.0, -376.0, -378.0, -381.0, -394.0, -407.0, -407.0, -407.0, -428.0, -430.0, -430.0, -439.0, -441.0, -441.0, -443.0, -444.0, -444.0, -444.0, -444.0, -445.0, -445.0, -445.0, -445.0]","[356, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 312.0, 229.0, 206.0, 173.0, 113.0, 18.0, -3.0, -3.0, -62.0, -79.0, -89.0, -89.0, -123.0, -134.0, -134.0, -152.0, -159.0, -159.0, -189.0, -206.0, -209.0, -215.0, -215.0, -227.0, -229.0, -229.0, -235.0, -237.0, -238.0, -243.0, -250.0, -250.0, -250.0, -265.0, -267.0, -267.0, -278.0, -280.0, -280.0, -282.0, -283.0, -283.0, -283.0, -283.0, -286.0, -286.0, -286.0, -286.0]"
"SMALLER","Training","0","500","5","4","-1","1000","0.53","0.5","1500","1000","259","216","518","432","Control","undefined","undefined","undefined","undefined","black","yes","psycho","psycho","psycho","0","uniform","1","SMALLER","undefined","1","0","0","2","2","2","2","2","2","2","0","0","0","2","2","0","2","Thu Dec  8 13:50:50 2022","A template containing a practice and an experimental phase","yes","experiment.osexp","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/PercAct - Exam","no","mono","no","18","no","white","no","yes","900","1048.0010998435318","1048.0010998435318","psycho","2","2","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/PercAct - Exam/Data/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.12","testMonitor","yes","0","SMALLER","NA","space","SMALLER","1554.7826997935772","NA","9548.785499995574","1554.7826997935772","2","psycho","1024","2","48000","-16","experiment","1","odd","44158.1721000839","44158.01240014844","54806.97869998403","56321.9707000535","55307.01210000552","57322.339500067756","58336.14220004529","55817.28980015032","57828.43710016459","NA","34570.85230015218","34607.52860014327","59892.6220999565","58336.222799960524","NA","54799.810300115496","[58337.059300160035, 58348.020600154996, 58358.19560009986, 58368.36239998229, 58378.54820000939, 58388.728599995375, 58398.97230011411, 58409.28450017236, 58419.47269998491, 58429.624600103125, 58439.84440015629, 58450.12850011699, 58460.326300002635, 58470.545100048184, 58480.76210008003, 58490.97919999622, 58501.18999998085, 58511.44040003419, 58521.649200003594, 58531.84950002469, 58542.05520008691, 58552.22119996324, 58562.38350016065, 58572.55639997311, 58582.826799945906, 58593.07810012251, 58603.25890011154, 58613.43360017054, 58623.66720009595, 58633.9112999849, 58644.11590015516, 58654.294200008735, 58664.48520007543, 58674.934200011194, 58685.43710000813, 58695.63530012965, 58705.79620008357, 58715.92040010728, 58726.103299995884, 58736.32060014643, 58746.52940011583, 58756.71980017796, 58767.006900161505, 58777.45570009574, 58787.63879998587, 58798.09040017426, 58808.599800104275, 58818.86040000245, 58829.088300000876, 58839.57890002057, 58849.98130006716, 58860.25200015865, 58870.532100088894, 58880.768600152805, 58891.06260007247, 58901.328100124374, 58911.54920007102, 58921.7374001164, 58931.92370003089, 58942.12789996527, 58952.29459996335, 58962.46750000864, 58972.69210009836, 58983.09550015256, 58993.454300099984, 59003.65200010128, 59013.85260000825, 59024.01500009, 59034.14879995398, 59044.47740013711, 59054.6901000198, 59064.87500015646, 59075.096799992025, 59085.31150012277, 59095.765199977905, 59106.23100004159, 59116.47989996709, 59126.680500106886, 59136.87040004879, 59147.048900136724, 59157.207099953666, 59167.39449999295, 59177.597700152546, 59187.74820002727, 59197.96540006064, 59208.22639996186, 59218.44230010174, 59228.64970006049, 59238.81270014681, 59248.95950010978, 59259.15309996344, 59269.31680017151, 59279.447600012645, 59289.67300010845, 59299.87670015544, 59310.05880003795, 59320.27140003629, 59330.48120001331, 59340.645800111815, 59364.64860010892, 59374.859699979424, 59385.06040000357, 59395.25540010072, 59405.41710006073, 59415.59040010907, 59425.76749995351, 59435.911500127986, 59446.112600155175, 59456.32590004243, 59466.57930011861, 59476.79810016416, 59486.96290003136, 59497.114200145006, 59507.31140002608, 59517.49040000141, 59527.658300008625, 59537.85439999774, 59548.882000148296, 59559.49000013061, 59569.693400058895, 59579.88300011493, 59590.08470014669, 59600.296900141984, 59610.496500041336, 59620.641000103205, 59630.83010003902, 59641.01590006612, 59651.16140013561, 59661.35530010797, 59671.83260014281, 59682.08960001357, 59692.29410006665, 59702.73749995977, 59712.97650015913, 59723.17959996872, 59733.6105001159, 59743.75719996169, 59753.92960011959, 59764.1751000192, 59774.34920007363, 59784.52640003525, 59794.689500005916, 59804.88820001483, 59815.09239994921, 59825.3802000545, 59835.571700008586, 59845.763500081375, 59855.90510000475, 59866.06590007432, 59877.315000165254, 59888.05150007829, 59891.84199995361]","Extended template","0","0","0","yes","1600","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.0, -34.0, -50.0, -81.0, -81.0, -157.0, -196.0, -213.0, -229.0, -229.0, -310.0, -350.0, -350.0, -393.0, -403.0, -417.0, -448.0, -465.0, -465.0, -465.0, -481.0, -483.0, -483.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -483.0, -483.0, -483.0, -483.0, -483.0, -483.0, -483.0, -483.0, -483.0, -483.0, -483.0, -483.0]","[356, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 339.0, 281.0, 245.0, 186.0, 186.0, 20.0, -52.0, -83.0, -105.0, -105.0, -191.0, -235.0, -235.0, -275.0, -283.0, -294.0, -313.0, -325.0, -325.0, -325.0, -337.0, -339.0, -339.0, -339.0, -339.0, -339.0, -338.0, -335.0, -334.0, -332.0, -332.0, -330.0, -330.0, -330.0, -330.0, -330.0, -328.0, -328.0, -326.0, -326.0, -326.0, -324.0, -324.0, -324.0, -324.0, -324.0, -324.0, -324.0, -324.0, -324.0]"
