"Correct_Response","Data_Type","Data_Type_Sort","Diff","ID_1","ID_2","ID_changer","New_Pitch","Percent_1","Percent_2","Pitch_1","Pitch_2","Radius_1","Radius_2","Size_1","Size_2","Trial_Type","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_button_mouse","correct_instructions","correct_mouse","count_ExperimentLoop","count_ExperimentSequence","count_Fixation","count_Pitch_1","count_Pitch_2","count_Stimulus","count_Visual_1","count_Visual_2","count_end_of_experiment","count_experiment","count_instructions","count_logger","count_mouse","count_new_sketchpad","count_reset_feedback","count_trial","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","initiation_time","initiation_time_mouse","keyboard_backend","live_row","live_row_ExperimentLoop","logfile","mouse_backend","opensesame_codename","opensesame_version","psychopy_monitor","psychopy_waitblanking","repeat_cycle","response","response_end_of_experiment","response_instructions","response_mouse","response_time","response_time_end_of_experiment","response_time_instructions","response_time_mouse","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_ExperimentLoop","time_ExperimentSequence","time_Fixation","time_Pitch_1","time_Pitch_2","time_Stimulus","time_Visual_1","time_Visual_2","time_end_of_experiment","time_experiment","time_instructions","time_logger","time_mouse","time_new_sketchpad","time_reset_feedback","time_trial","timestamps_mouse","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","xpos_mouse","ypos_mouse"
"SMALLER","Training","0","750","6","5","-1","1500","0.48","0.53","2250","1500","311","259","622","518","Control","undefined","undefined","undefined","undefined","black","yes","psycho","psycho","psycho","0","uniform","1","SMALLER","undefined","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Thu Dec  8 13:43:48 2022","A template containing a practice and an experimental phase","yes","experiment.osexp","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/PercAct - Exam","no","mono","no","18","no","white","no","yes","900","974.8428000602871","974.8428000602871","psycho","0","0","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/PercAct - Exam/Data/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","testMonitor","yes","0","SMALLER","NA","lalt","SMALLER","3995.2354999259114","NA","30810.61409995891","3995.2354999259114","2","psycho","1024","2","48000","-16","experiment","0","even","69069.07010008581","69068.67619999684","71445.81940001808","71946.38710003346","73757.82770011574","74787.42990014143","72450.4146000836","74258.32509994507","NA","38140.05380007438","38256.38830009848","78811.77189992741","74788.22600003332","73257.08879996091","NA","70217.24050003104","[74812.93180002831, 74823.8880999852, 74834.63699999265, 74846.7999000568, 74859.66160008684, 74870.78689993359, 74881.71560014598, 74892.43809995241, 74903.39619992301, 74914.33469997719, 74925.2889000345, 74936.40809995122, 74949.11139993928, 74960.98790015094, 74972.11130009964, 74987.0033999905, 74998.47629992291, 75009.72410012037, 75020.93050000258, 75031.40780003741, 75041.74549994059, 75052.10810014978, 75062.61319993064, 75073.0832000263, 75083.53119995445, 75093.97220006213, 75104.54420000315, 75115.29109999537, 75126.0124000255, 75136.45870005712, 75147.17649994418, 75157.5993001461, 75168.34999993443, 75179.78510004468, 75196.72810006887, 75210.49860003404, 75225.14969995245, 75235.79300008714, 75246.49990000762, 75257.54359993152, 75268.10820004903, 75278.59840006568, 75289.0395000577, 75299.42300007679, 75310.05350011401, 75321.2741999887, 75331.74930000678, 75342.32169995084, 75353.01830014214, 75363.53610013612, 75374.04510006309, 75384.61309997365, 75395.09340003133, 75406.11750003882, 75416.99540009722, 75429.02859998867, 75440.02859992906, 75451.88469998538, 75463.44979992136, 75474.854900036, 75487.98800003715, 75502.71899998188, 75518.85340013541, 75534.04860012233, 75544.73159997724, 75555.526799988, 75566.22850010172, 75577.93010002933, 75588.88770011254, 75599.75229995325, 75610.50039995462, 75621.34670000523, 75632.09059997462, 75642.71829999052, 75653.54860015213, 75664.2941001337, 75675.16440013424, 75688.0145999603, 75699.39239998348, 75710.22529993206, 75720.86050012149, 75732.35250008292, 75743.26350004412, 75754.11069998518, 75765.36830002442, 75776.10910008661, 75787.7746000886, 75866.08069995418, 75877.54190014675, 75889.48300015181, 75900.45520011336, 75913.08520012535, 75926.64870014414, 75940.81100006588, 75953.09219998308, 75965.74870008044, 75976.52520006523, 75987.7170000691, 75998.4333999455, 76009.8250999581, 76025.54229996167, 76039.16739998385, 76054.04220009223, 76067.37740011886, 76082.10520003922, 76093.0367000401, 76105.4561000783, 76188.13140015118, 76199.04830004089, 76209.9598001223, 76220.69290000945, 76231.31930013187, 76241.98030005209, 76253.24360001832, 76264.18610010296, 76275.32889996655, 76286.23710013926, 76296.90690012649, 76307.58609995246, 76318.22400004603, 76330.00970003195, 76341.13460010849, 76352.15670010075, 76363.4277000092, 76374.26139996387, 76386.33739994839, 76399.64740001597, 76410.53860005923, 76421.1238999851, 76432.09329992533, 76452.30310014449, 76508.99190013297, 76523.1056001503, 76535.27830005623, 76733.18390012719, 76748.31770011224, 76772.25619996898, 76812.42899992503, 76828.36439996026, 76841.38750005513, 76853.51729998365, 76866.51400011033, 76878.86160006747, 76890.63069992699, 76901.5337000601, 76912.59320010431, 76924.00290002115, 76935.13979995623, 76945.98140008748, 76957.35980011523, 76968.40739995241, 76979.07270002179, 76990.01950002275, 77000.59240008704, 77010.98749996163, 77021.45010000095, 77031.95259999484, 77042.37919999287, 77052.81580006704, 77063.72270011343, 77075.90109994635, 77088.66770006716, 77099.98530009761, 77110.66220002249, 77121.18909996934, 77131.70010014437, 77142.36319996417, 77152.75970008224, 77163.07880007662, 77173.49490011111, 77183.93000005744, 77194.3097000476, 77204.90569993854, 77215.5659000855, 77226.43809998408, 77236.8902999442, 77247.30960000306, 77257.75790004991, 77268.37139995769, 77278.90629996546, 77289.36289995909, 77299.77899999358, 77310.25750003755, 77320.81950013526, 77331.52600005269, 77342.2230000142, 77352.91020013392, 77365.27390009724, 77376.77860003896, 77387.37020012923, 77397.79740013182, 77408.17090007477, 77418.55649999343, 77429.05250005424, 77440.9569001291, 77452.47010001913, 77463.96060008556, 77474.90989998914, 77486.67309992015, 77497.74070014246, 77508.39730002917, 77519.67129996046, 77530.4860000033, 77541.4547000546, 77552.53250012174, 77563.57849994674, 77576.28739997745, 77587.29419996962, 77597.99490007572, 77608.94920001738, 77619.63650002144, 77637.46819994412, 77657.22699998878, 77672.69610008225, 77684.24160010181, 77695.32410008833, 77707.08510000259, 77718.17789995112, 77729.89389998838, 77741.3956001401, 77753.09640006162, 77764.30930010974, 77775.15850006603, 77785.74139997363, 77796.19230004027, 77806.9110000506, 77817.42130010389, 77827.85469992086, 77838.16480007954, 77848.51190005429, 77858.77329995856, 77869.0837000031, 77879.40320000052, 77889.67820000835, 77900.06190002896, 77910.42760014534, 77920.93110014684, 77931.86690006405, 77945.750300074, 77965.51500004716, 77978.13990013674, 77988.9229000546, 78000.49840006977, 78011.99929998256, 78022.59720000438, 78033.29880000092, 78044.10209995694, 78056.71639996581, 78067.42059998214, 78078.54519993998, 78089.36759992503, 78100.05300003104, 78110.93810014427, 78121.86590000056, 78132.5451999437, 78143.23589997366, 78154.73589999601, 78166.58880002797, 78177.77830013074, 78189.44180011749, 78202.08410010673, 78213.79330009222, 78224.5702999644, 78241.27859994769, 78262.39860011265, 78287.28080005385, 78302.69389995374, 78313.90740000643, 78325.38740010932, 78338.24210008606, 78349.43350008689, 78361.58780008554, 78373.0037000496, 78384.98080009595, 78396.5783000458, 78407.98859996721, 78418.6782001052, 78429.33190008625, 78440.02650002949, 78451.72820007429, 78464.3465001136, 78475.07599997334, 78486.13979993388, 78497.38460010849, 78508.80179996602, 78520.58440004475, 78531.78389999084, 78543.39200002141, 78562.40759999491, 78615.03300000913, 78626.53190013953, 78638.02259997465, 78649.1648000665, 78660.31419998035, 78671.73180007376, 78683.24139993638, 78693.97919997573, 78704.67310003005, 78715.71630006656, 78727.67940000631, 78738.44099999405, 78749.45360003039, 78760.27030008845, 78770.96619992517, 78782.1204001084, 78793.13950007781, 78803.87099995278, 78808.16729995422]","Extended template","0","0","0","yes","1600","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -138.0, -147.0, -176.0, -204.0, -222.0, -250.0, -283.0, -319.0, -350.0, -361.0, -379.0, -384.0, -394.0, -401.0, -410.0, -417.0, -419.0, -420.0, -420.0, -420.0, -418.0, -418.0, -418.0, -418.0, -418.0, -418.0, -418.0, -418.0, -418.0, -418.0, -418.0, -418.0, -418.0, -418.0, -418.0, -418.0, -418.0, -418.0, -419.0, -419.0, -419.0, -419.0, -419.0, -419.0, -420.0, -420.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -421.0, -424.0, -427.0, -430.0, -432.0, -435.0, -437.0, -438.0, -439.0, -440.0, -441.0, -442.0, -443.0, -443.0, -444.0, -444.0, -445.0, -446.0, -446.0, -448.0, -448.0, -448.0, -448.0, -449.0, -449.0, -449.0, -449.0, -449.0, -449.0, -449.0, -449.0, -449.0, -449.0, -449.0, -449.0, -449.0, -449.0, -449.0, -449.0, -449.0, -449.0, -449.0]","[356, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 169.0, 156.0, 103.0, 54.0, 22.0, -23.0, -59.0, -109.0, -144.0, -160.0, -188.0, -194.0, -210.0, -219.0, -232.0, -243.0, -253.0, -261.0, -269.0, -270.0, -271.0, -271.0, -271.0, -271.0, -271.0, -271.0, -271.0, -271.0, -271.0, -271.0, -271.0, -271.0, -271.0, -271.0, -271.0, -271.0, -271.0, -271.0, -272.0, -272.0, -272.0, -272.0, -273.0, -273.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -275.0, -277.0, -279.0, -280.0, -283.0, -284.0, -285.0, -287.0, -288.0, -290.0, -290.0, -290.0, -291.0, -291.0, -292.0, -293.0, -293.0, -293.0, -294.0, -294.0, -294.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0, -295.0]"
"BIGGER","Training","0","-223","2","3","1","667","0.53","0.51","444","667","150","180","300","360","Control","undefined","undefined","undefined","undefined","black","yes","psycho","psycho","psycho","0","uniform","1","BIGGER","undefined","1","0","0","1","1","1","1","1","1","0","0","0","1","1","1","0","1","Thu Dec  8 13:43:48 2022","A template containing a practice and an experimental phase","yes","experiment.osexp","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/PercAct - Exam","no","mono","no","18","no","white","no","yes","900","321.4201999362558","321.4201999362558","psycho","1","1","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/PercAct - Exam/Data/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","testMonitor","yes","0","BIGGER","NA","lalt","BIGGER","781.8942000158131","NA","30810.61409995891","781.8942000158131","2","psycho","1024","2","48000","-16","experiment","0","even","69069.07010008581","69068.67619999684","79442.84630008042","79943.19929997437","81471.32070013322","82514.66200011782","80462.43180008605","81989.44719997235","NA","38140.05380007438","38256.38830009848","83306.84730014764","82515.66300005652","80971.59030009061","NA","79127.1860001143","[82519.25990008749, 82532.04350010492, 82547.24829993211, 82586.77539997734, 82604.00249995291, 82614.75379997864, 82625.60739996843, 82637.29250011966, 82650.30060010031, 82662.2315000277, 82673.50609996356, 82684.37779997475, 82695.15840010718, 82706.29719994031, 82717.41580008529, 82728.11609995551, 82738.82530000992, 82749.61600010283, 82760.49960008822, 82771.86840004288, 82782.79660013504, 82793.610899942, 82804.47970004752, 82815.59140002355, 82826.63409993984, 82840.68010002375, 82926.81240011007, 82940.30619994737, 82951.02109992877, 82961.96330012754, 82975.63130012713, 82986.37440009043, 82997.58750014007, 83010.26619994082, 83021.1438999977, 83032.50270010903, 83043.19140012376, 83053.79300005734, 83064.59249998443, 83075.34749992192, 83088.0053001456, 83099.9984999653, 83110.89339992031, 83122.19309993088, 83133.73979995959, 83144.78400000371, 83157.5241999235, 83168.97250013426, 83180.81840011291, 83233.36319997907, 83245.08900009096, 83256.98790000752, 83269.17689992115, 83280.30179999769, 83291.05190001428, 83301.1541001033]","Extended template","0","0","0","yes","1600","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 162.0, 473.0, 500.0, 500.0, 587.0, 587.0, 587.0, 610.0, 610.0, 611.0, 611.0, 611.0, 611.0, 611.0, 611.0, 611.0, 611.0, 611.0, 611.0, 611.0, 611.0, 611.0, 611.0, 612.0, 612.0, 609.0, 608.0, 608.0, 608.0, 608.0]","[356, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 164.0, -206.0, -237.0, -237.0, -315.0, -315.0, -315.0, -329.0, -329.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -330.0, -332.0, -333.0, -333.0, -335.0, -335.0, -332.0, -331.0, -331.0, -330.0, -330.0]"
"SMALLER","Training","0","500","5","4","-1","1000","0.53","0.5","1500","1000","259","216","518","432","Control","undefined","undefined","undefined","undefined","black","yes","psycho","psycho","psycho","0","uniform","1","SMALLER","undefined","1","0","0","2","2","2","2","2","2","0","0","0","2","2","2","0","2","Thu Dec  8 13:43:48 2022","A template containing a practice and an experimental phase","yes","experiment.osexp","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/PercAct - Exam","no","mono","no","18","no","white","no","yes","900","421.31979996338487","421.31979996338487","psycho","2","2","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/PercAct - Exam/Data/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","testMonitor","yes","0","SMALLER","NA","lalt","SMALLER","1215.40810004808","NA","30810.61409995891","1215.40810004808","2","psycho","1024","2","48000","-16","experiment","0","even","69069.07010008581","69068.67619999684","83694.79890004732","84195.76420006342","85715.4268999584","86801.83809995651","84709.04350001365","86224.16740003973","NA","38140.05380007438","38256.38830009848","88038.55779999867","86802.60029993951","85214.97910004109","NA","83675.71049998514","[86805.78830000013, 86818.41200008057, 86829.12050001323, 86839.85719992779, 86850.62219994143, 86863.36910002865, 86874.15100005455, 86884.89930005744, 86896.90749999136, 86908.50120014511, 86919.93240010925, 86931.30189995281, 86942.22349999472, 86952.93790008873, 86963.63850007765, 86974.299200112, 86985.07439997047, 86996.44279992208, 87007.45970010757, 87018.69309996255, 87029.78690015152, 87040.68620014004, 87057.8719000332, 87078.01060006022, 87092.04509994015, 87105.0935999956, 87117.33669997193, 87128.17859998904, 87139.45060013793, 87150.81300004385, 87161.86750005, 87172.90240013972, 87183.70390008204, 87194.44869994186, 87205.21520008333, 87216.23770007864, 87227.10809996352, 87239.41099992953, 87250.59520010836, 87262.08749995567, 87273.66270008497, 87284.74449994974, 87296.03300010785, 87307.43409995921, 87318.7643000856, 87329.4562001247, 87340.1514000725, 87355.8791000396, 87429.9077000469, 87441.14220002666, 87451.92379993387, 87463.05790008046, 87473.84839993902, 87484.97420013882, 87496.52840010822, 87508.63000005484, 87519.50519997627, 87530.49340005964, 87542.67440014519, 87553.48360002972, 87565.37019996904, 87576.78929995745, 87590.37040011026, 87601.11239994876, 87612.4797000084, 87623.6231001094, 87634.7624999471, 87646.30810008384, 87657.45489997789, 87668.23299997486, 87687.198900152, 87736.437600106, 87748.77830012701, 87759.65999998152, 87770.39860002697, 87781.07620007358, 87791.83869995177, 87802.5510001462, 87813.23960004374, 87823.98859993555, 87836.9810001459, 87848.52310013957, 87859.69810001552, 87870.672600111, 87881.40309997834, 87892.09390012547, 87902.74389996193, 87913.44940010458, 87924.17720006779, 87936.71789998189, 87947.47889996506, 87958.50490010343, 87969.61869997904, 87980.96249997616, 87996.92349997349, 88018.03750009276, 88021.19640004821]","Extended template","0","0","0","yes","1600","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -117.0, -148.0, -148.0, -251.0, -271.0, -271.0, -354.0, -366.0, -366.0, -381.0, -382.0, -385.0, -386.0, -386.0, -386.0, -389.0, -389.0, -389.0, -393.0, -393.0, -393.0, -401.0, -403.0, -403.0, -406.0, -406.0, -406.0, -406.0, -406.0, -406.0, -406.0, -406.0, -409.0, -409.0, -414.0, -414.0, -417.0, -417.0, -417.0, -417.0, -417.0, -417.0, -414.0, -412.0, -411.0, -411.0, -411.0, -411.0, -411.0, -411.0, -411.0, -413.0, -416.0, -418.0, -418.0, -420.0, -420.0, -420.0, -420.0, -420.0]","[356, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 212.0, 156.0, 156.0, 11.0, -18.0, -18.0, -158.0, -189.0, -189.0, -220.0, -222.0, -224.0, -223.0, -223.0, -223.0, -223.0, -223.0, -223.0, -227.0, -228.0, -228.0, -245.0, -249.0, -249.0, -259.0, -263.0, -265.0, -265.0, -266.0, -266.0, -266.0, -266.0, -268.0, -268.0, -270.0, -270.0, -273.0, -273.0, -273.0, -273.0, -273.0, -273.0, -273.0, -271.0, -270.0, -270.0, -268.0, -267.0, -267.0, -267.0, -267.0, -268.0, -271.0, -273.0, -273.0, -275.0, -275.0, -275.0, -275.0, -275.0]"
"BIGGER","Training","0","-223","2","3","1","667","0.53","0.51","444","667","150","180","300","360","Control","undefined","undefined","undefined","undefined","black","yes","psycho","psycho","psycho","0","uniform","1","BIGGER","undefined","1","0","0","3","3","3","3","3","3","0","0","0","3","3","3","0","3","Thu Dec  8 13:43:48 2022","A template containing a practice and an experimental phase","yes","experiment.osexp","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/PercAct - Exam","no","mono","no","18","no","white","no","yes","900","496.995999943465","496.995999943465","psycho","3","3","C:/Users/lauri/Desktop/Local_Git/Laurits_Code/Experiments/PercAct - Exam/Data/subject-0.csv","psycho","Lentiform Loewenfeld","3.3.12","testMonitor","yes","0","BIGGER","NA","lalt","BIGGER","1156.7854001186788","NA","30810.61409995891","1156.7854001186788","2","psycho","1024","2","48000","-16","experiment","0","even","69069.07010008581","69068.67619999684","88670.36650003865","89172.06769995391","90713.23590003885","91737.85870010033","89653.78340007737","91214.16570013389","NA","38140.05380007438","38256.38830009848","92902.86360005848","91739.07959996723","90211.65800001472","NA","88619.4840001408","[91742.96699999832, 91754.78429999202, 91766.14159997553, 91776.87539998442, 91787.69679996185, 91798.44089993276, 91809.59660001099, 91820.26139996015, 91831.8525000941, 91843.17989996634, 91854.25500012934, 91865.44950003736, 91877.24629999138, 91888.22009996511, 91898.88220001012, 91915.53190001287, 91933.87069995515, 91948.73329997063, 91961.4387000911, 91972.69379999489, 91983.86640008539, 91994.96889999136, 92005.86930010468, 92017.3714000266, 92028.10370014049, 92038.82870008238, 92050.04380014725, 92060.7809999492, 92071.49300002493, 92082.1780001279, 92093.94369996153, 92105.19320005551, 92116.86470010318, 92127.84880003892, 92138.57130007818, 92149.30339995772, 92159.97079992667, 92172.00280004181, 92184.15779992938, 92194.90680005401, 92205.89320012368, 92219.5296001155, 92239.96299994178, 92284.26320012659, 92295.5752001144, 92306.9299000781, 92318.3105001226, 92329.7524000518, 92340.88240005076, 92352.03539999202, 92362.94519994408, 92374.83350001276, 92389.11879993975, 92400.14409995638, 92411.27869999036, 92423.25290013105, 92434.11309993826, 92445.721300086, 92456.9177001249, 92467.71589992568, 92478.25699998066, 92489.03429997154, 92499.66849992052, 92511.18830009364, 92521.55610010959, 92532.42549998686, 92549.52090000734, 92567.59470002726, 92578.03510013036, 92588.46390014514, 92599.353000056, 92609.80869992636, 92620.74570008554, 92646.28290012479, 92656.86880005524, 92673.4037999995, 92684.29709994234, 92695.81459998153, 92707.06559997052, 92717.91370003484, 92728.56210009195, 92739.2432000488, 92749.83080010861, 92760.57530008256, 92771.18250005879, 92781.8108999636, 92793.22799993679, 92804.03260001913, 92886.68849994428, 92899.26300011575, 92899.752400117]","Extended template","0","0","0","yes","1600","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 140.0, 140.0, 324.0, 347.0, 347.0, 529.0, 572.0, 584.0, 584.0, 611.0, 614.0, 614.0, 586.0, 579.0, 579.0, 559.0, 559.0, 559.0, 529.0, 524.0, 524.0, 506.0, 503.0, 501.0, 500.0, 500.0, 499.0, 502.0, 504.0, 504.0, 532.0, 532.0, 552.0, 555.0, 555.0, 559.0, 559.0, 559.0, 561.0, 560.0, 560.0, 554.0, 553.0, 551.0, 551.0, 546.0, 546.0, 546.0]","[356, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 356.0, 290.0, 290.0, 180.0, 161.0, 161.0, 35.0, 7.0, -3.0, -3.0, -40.0, -48.0, -48.0, -79.0, -82.0, -82.0, -92.0, -92.0, -92.0, -94.0, -94.0, -94.0, -94.0, -94.0, -94.0, -95.0, -95.0, -104.0, -113.0, -115.0, -115.0, -173.0, -173.0, -223.0, -233.0, -233.0, -267.0, -267.0, -267.0, -297.0, -309.0, -309.0, -329.0, -331.0, -334.0, -334.0, -334.0, -334.0, -334.0]"
